$\delta_L$,$\gamma_L$,$n_y$,$\theta_L$,$\eta_x$,$\omega_x$,$m_x$,$\delta_x$,$\gamma_x$,$\theta_x$,$\rho_x$,$N_{toggle\ not}$,$N_{S}$,$N_{I}$,$N_{out}$
0.21473616140954876,0.8677099309694543,1.6134793516544161,0.22013762761087646,0.30827637384738715,548.4407117431118,2.030329349415963,0.055493463348997796,1.616988415115375,0.1389728615289112,8.88909948459759,0.8828542340874791,0.5817201555302975,1.0181031337150241,2.2289019380918402
0.2500795413310283,0.11827086991148306,1.6415888973194281,0.17482849222634983,0.24733509748585092,930.9968301446105,1.390576547244847,0.037455360205385375,0.010121495352558796,0.10459268504105493,4.341665732068756,0.7130627874115357,2.635456747622227,1.8662285823450038,1.1285391964634068
0.18893807119545938,0.2675048093619464,1.0466211498190243,0.08015866153466993,0.2047542350127242,855.7937204220855,1.535238342064909,0.02472262028992902,0.5673617574706732,0.4495999415889699,6.528925260057301,0.9075697428906011,0.8335799773906782,2.6679754718032465,1.3502241085728108
0.22643933522974943,0.29253505243104955,1.468366177213221,0.2003701074203199,0.3602720538618164,913.8451587532422,2.007591934319623,0.01478595215464403,0.5575965425587625,0.10790018789405303,7.4888051815303776,0.90411969049437,1.4288109683710195,1.9901753000177314,3.3713933205388775
0.27347972605596593,0.48711498225057615,1.831870534367084,0.16262839465831902,0.5489410587116155,992.0514210087674,1.3649933171821633,0.035873838910159064,1.28317439071606,0.2522530288906172,6.964184614471879,1.4231627075376865,1.4789540170615627,0.9913623241208044,2.028339716589734
0.3299066912552273,1.0571780216420572,2.3909411701428627,0.18521929784057597,0.406142349104754,984.7615796907645,1.0146928866715483,0.010240688697756406,0.7957821573352423,0.038973537114126516,1.6891847073434745,2.2666940820016985,0.487345430822799,1.1168340690220595,1.1601592540352015
0.13292468025165752,0.4602006671036465,1.3389531305340074,0.19492543780659727,0.28089830870628896,917.1251111062944,1.1104015347601366,0.011216462850261065,1.3864188722173987,0.29826841847494356,4.882168487891065,1.093304110368006,1.3986058538098747,0.9009273575106784,0.533418293547687
0.6292647478459596,0.33985837667937485,1.3220101503654647,0.1315381444088827,0.37509607086865615,842.5253669032186,1.6527410240906177,0.03064540183323003,0.8714720517264873,0.2933813777752481,2.5235880946688383,1.340827638874602,1.465263224220205,1.0572181081092868,1.2552130298436706
0.19454898020920228,0.6909771452525953,1.1807754853684633,0.3812654990098512,0.5262278366780633,419.5399480231914,1.581457024403029,0.046330813015696665,1.5095651903596294,0.06298274871428863,6.208072403713393,1.1798722247485924,2.521436352877723,0.6095563844945499,1.0142744238137342
0.1788938225830351,0.916259779009778,1.9271907232195424,0.31958283357086453,0.07799652158325925,795.8323886785071,2.3241648177857894,0.014180672033153544,0.4875882649075145,0.1507354281992627,7.101341179437209,0.5438369631123812,1.003357716202522,1.5356589503064453,2.037271954609276
0.399836242297691,1.0626070323887742,1.2887487585178325,0.24205278714830095,0.08392454238134517,976.2558276764956,1.7036979852962624,0.015174479560812672,0.6113385206984221,0.05922151672549421,9.368405091553182,0.2788333504007402,0.7636189772338132,0.5958361941329866,0.7974734601280323
0.386036467229376,0.3285817541463091,2.534303978865873,0.2853263374551634,0.17961614565663703,717.7044304757908,1.047323674636242,0.022774404228087176,1.065658098772895,0.11135957404746191,9.869117379162576,0.6234448244378386,1.4437884519360282,0.3513724938256165,1.757238189600245
0.36207621216173824,0.3158521881711582,1.6974900806375595,0.19156664375398538,0.29477274701360023,338.5761205253784,2.9797565608854963,0.017617293437186682,0.5491954528198967,0.2668374048501413,5.758961192545322,0.6829458660937963,0.39665702066386077,2.195429858497028,0.45510852051041983
0.08687393308926467,0.02300800883969778,2.8956248658189634,0.1897154288107538,0.3313505945937502,311.8018409008637,2.239667263283844,0.0321243698392125,0.2678720674783856,0.23383543769685033,4.7117945557210845,1.1555793865063342,1.3403381147757145,0.39442111989305895,2.635151999111395
0.30916475692778134,0.529590517930142,1.7823863168899676,0.5294195144714899,0.19407690758365106,775.877974906526,1.3925087424252967,0.02397348319807628,0.6172067614657828,0.2830974904259367,5.336583675482048,0.36787153774157033,0.5054167113411775,2.365167486297647,4.329616366495359
0.1128760954041218,0.8977474594176782,2.048383044873914,0.18045463342040688,0.10943826937509347,478.0614823939882,1.9923744985105267,0.013442219687897487,0.07195124294532851,0.15936272767180892,5.864961403189607,2.349049290664078,1.3907690611150578,1.7197845798320286,1.2922422480116222
0.4908034783007922,0.11474262786567646,2.924983088051314,0.07088738986125993,0.2835960909576369,796.6087644619877,1.5382209046984168,0.013458537501356404,0.25810818822887527,0.4533822543628775,2.421574254373809,2.075247590668881,1.7616155166594454,2.8558562517169612,0.5542268180856569
0.4922229819779308,0.31958074333158476,1.8571557026304197,0.15036830173986382,0.2044799646631564,939.0717602576212,1.6744444103868552,0.03263108709090783,0.3424585812203803,0.4025198887058773,2.385756169095382,0.4395329104202055,1.4546718317714866,2.147030107797774,0.7977844022667848
0.20868052139957924,0.7822451980599052,2.2157303235228163,0.14416228314932958,0.3586043272827725,273.2661028811201,2.4226532196824837,0.019804011582361482,1.1681698321794285,0.057092087303952724,4.949169869860577,1.433695477865406,1.0687268299300947,0.2732630199118624,2.2193657380270073
0.13804853380585624,0.8542121112400971,1.6341201672471803,0.17702655741268566,0.2397113290954122,293.56864139597315,1.7110817881684983,0.014811679348563415,0.4184053803373881,0.31299751064408077,6.4241545702213285,1.5721018944885272,1.6383885103396185,0.9634088549834601,0.8148109707808924
0.24566623269257273,0.47327277626102093,1.7073501334734353,0.17714403121654818,0.26548394417379945,404.8201159734991,1.280210809496563,0.028144770013192884,0.2714122166849649,0.11772714575222257,4.689392937038121,0.1828626830591643,0.8121959631025377,1.4810473290008432,0.7138536802716944
0.2435327457064661,0.07056301392424358,2.7011844888636944,0.29936620293355676,0.2783194974825649,479.09112060570726,1.5687229793438067,0.044985707706350825,0.7730669402676824,0.2760255918667511,7.5456644548524165,0.6890079937663423,0.2501441078777096,2.2520592070221834,0.7525881125397771
0.08972175501654521,0.2691613952794256,1.475537173104529,0.2785880400599099,0.5697136582764504,442.82429150246537,1.3391668732458264,0.04659184073976357,0.44179662550414267,0.28237041058392714,9.757096805227986,1.1701090263248726,1.322745673632066,2.291615592101113,2.3296835874056407
0.33950267437056336,1.142496164334189,1.8746813767044932,0.15037202845037587,0.18668448794752443,994.0375031293578,2.311851947654309,0.026293326052063516,0.6261587464646138,0.26562399930683644,7.998604740285085,0.7152125201886832,1.2273446162008321,0.3871032673991718,0.5269053750182746
0.2864666976440927,0.7339471921131465,1.4946777537333293,0.1579965633903052,0.23391664280107632,957.1582890633811,1.6159064030604677,0.012979926360633361,0.6199431001240808,0.16561426056718326,3.9941174977863074,0.698241939566611,0.04300825561836186,1.8112755798226374,3.4181956067054715
0.1958414552742999,1.088951269299438,1.366669868244737,0.32540591625006265,0.32645104252356316,957.3267753287231,1.5503795451122773,0.03871870071743937,1.3654048261192882,0.31553590937965303,2.5926858304799696,0.815757860155162,1.4149846180365726,1.721188416516438,0.9497630508055709
0.2776237983482881,0.35359277262548744,2.355034287525358,0.25706203864719657,0.16657361019706618,931.0841254498358,1.2432486967838194,0.01499352655675815,1.1978565840894286,0.25194103726322903,6.777477457412875,1.4281086712174522,0.7455388584407554,0.6930178132479312,0.9643419209462025
0.3371916145145324,1.0700246004751413,1.0743471039306682,0.043334973906626176,0.4220126031029999,698.7701290668776,2.148880063358427,0.02525732371089208,0.5430044649593601,0.09845546805779667,8.479340249962556,1.1161350031986732,1.1090615984089753,1.3707011376353353,1.702388039066334
0.3529267473502924,1.343631258510692,2.2278058652113844,0.046504443983345856,0.2873643290493625,971.1210587524553,1.814276909359892,0.019901828451333443,0.9465503846756267,0.1894461741972761,9.06147765566604,0.33749655137582757,2.152340354902991,0.36083639676760104,2.0660485775090587
0.5414794275354808,1.248913470695645,2.084258380560636,0.03508055631972115,0.22436828221670868,413.1987643091469,1.4034143898247213,0.023734757816903252,0.578577780861058,0.08319423793638483,8.240753527499256,0.6210165734675894,1.2023494490367765,1.6222978309509855,3.23311945410037
0.37980241507899776,1.1744579114598308,2.1426857822509517,0.26045243716861033,0.07663737096444448,795.2225002597434,2.2939263320518686,0.011627115624756906,0.30766939662197756,0.3887186654691469,3.0553868891162597,1.137865010751782,0.9255378887066567,1.272334276043354,2.265479005656725
0.21128123636845536,1.03338309503851,1.1350623143423242,0.2955703123960006,0.3234102250107154,519.8937015253886,1.4637981213429536,0.021058271424746415,0.16978333797851553,0.4278357064837106,6.538934499300299,1.3983891911228994,1.3455284567731804,0.9742084534259247,1.6541278682124838
0.15416193562030572,0.43655688998730496,1.7438756908527306,0.32388238385604284,0.20087601620020565,540.1274290443163,2.4046975478097323,0.01174210733444707,0.615734527108279,0.16362612013205913,7.432698412355915,1.6177760937756929,0.4305112229386394,2.251448422100835,2.2212073573387334
0.20204064964788557,0.319425240097471,1.6285284236585564,0.3067445279420403,0.3848411197398274,782.2471449192192,2.0358930805258684,0.021086059331724596,0.2573995815323743,0.09775502859912459,3.291618770030555,1.2029360778450537,0.15361907005000142,0.9466400251794166,1.950433131957112
0.3997085723360123,0.5013967882397832,1.9704941619087344,0.2589976486347343,0.3629623972863244,965.2200644336064,2.544410736799564,0.05461216732082494,0.445057677066767,0.014332653045521865,9.533646580401465,1.8553832980581004,1.303629061776037,1.1998127657382165,2.925630696525422
0.14106897805114435,0.24628280170314532,1.6926159955584887,0.08499744557587793,0.39733374609736105,822.5989677759869,1.4206900949669057,0.027513767425785617,0.16765478014639623,0.434011614404897,2.8325418392179023,2.0901636503714376,1.7008562313323337,1.783849836269092,2.066918747199879
0.15262064232874845,0.3973717848544809,2.1993188550118186,0.2284359711319098,0.2605497209794553,396.45062256901303,1.663358602878641,0.027754346690293537,0.5139003755083535,0.09426107410953384,2.7851784619769133,0.34558675081561807,1.5986495363055102,1.5816183711289398,0.488880304580378
0.2252853566560722,0.6172797209335418,2.154217556379118,0.3127315172467163,0.3637137243353,370.7990512220515,1.5793885974221888,0.012319016864911794,0.6382153391850733,0.2252486328854822,6.919801379558919,0.7087363519518186,0.40006144827210366,2.9026437919470727,3.0080500220125344
0.1872188944504982,0.013839355201508252,1.3837036185445368,0.13330370111750364,0.2020155918630937,989.3039652977027,1.9672791890668282,0.018970585928913514,0.7107439277421587,0.2994017033091665,3.0762128927713803,1.3003449676934062,2.793257803037016,0.1612900118082149,1.99410156200513
0.26816616891260325,0.3160319144620095,2.3236162541847394,0.24839077601138704,0.12229149336949825,942.0590210174926,1.102176512119462,0.022093735907422512,1.079747098077679,0.18254498202945096,8.374627057160748,0.6881243020544263,1.5441181278641278,1.2758961282396064,1.6385155637909226
0.13743149071663247,0.5211905613396952,2.075704908649041,0.07285728734890669,0.18063312247398355,919.9328698931458,2.8501909179604215,0.014140397849014002,0.6875596904536098,0.45102667360997445,7.0060972044636625,0.8372082401954142,2.463150989600975,2.2558981912399423,1.2335901389233916
0.2730097368532026,0.6781211107258128,2.546721523161057,0.2607977982323139,0.3138336054479453,96.74745097720165,1.0757704821645615,0.02283099077097205,1.017605560748863,0.10436840067726846,0.9521069502906991,0.5594700818269909,0.9419627545206738,0.45834200627417065,2.140815294021649
0.2751305008316406,0.42192228197135667,2.130430423512037,0.33360300547637833,0.17505573409335895,385.17201800215184,2.028753073923541,0.018595367041882298,0.3099780916401311,0.06877642439151133,7.104926934174696,2.335876340659305,0.5861728322758617,0.726012618079392,0.746425691179309
0.3226367713371763,0.37280194463982635,1.4827279638827653,0.5543247110123228,0.3240643441539474,808.517175822672,1.5937939976932474,0.036276750511868947,0.8968139032719384,0.2017553204613942,8.227075350082343,0.5655823609143824,0.919581648456783,2.2073850538970365,2.0021796603402144
0.437574248537122,0.5088617251068578,1.1039126729530329,0.31402492183393343,0.14133022520301747,337.3347636872593,1.5055286510823167,0.025733207866047988,0.22995327905750396,0.059605294621588964,5.383431324582344,1.1804542443353108,0.5464309652108306,1.488053216654868,0.5489548256829329
0.43482122865789175,0.6198714017899232,1.8928594435347152,0.24707681838842044,0.3486343758161382,399.5570211259668,1.570857433640527,0.01448897973922605,0.1146994753759672,0.2726763440620763,9.303053542226849,0.503137416727641,1.1971905778348302,0.7271111353248674,1.710645085080245
0.24802427207891103,0.7209559671080332,1.4646448641628582,0.20331715426540004,0.1316907184109597,806.0586545565043,1.2959961065124352,0.02073383482197506,0.41281134651691376,0.10011753608536604,3.045053755634516,0.7494641848258904,1.9698756932508052,0.9581564984658487,3.0442511643147556
0.05030875070402796,0.6746697005025029,2.0699286237945795,0.19891131552543526,0.21810078180665754,509.9865875941946,1.1996864909460294,0.012585165818028408,0.9122127586048423,0.1372139055370436,7.3062369376121366,1.0195338161514935,1.5509542548462987,0.9635470403883323,0.7695285305297243
0.41879606415224757,0.10015256320943045,1.1843409286581787,0.27594383072542455,0.5764996837206315,159.7513356424986,2.2350264606994164,0.02800450554017367,0.9238231784610322,0.3281622637650359,4.799215973391417,1.1998237363025588,0.6130711929317199,0.33361164477367444,1.4465910076158948
0.2761922407506962,1.113142099602456,2.4651478485709717,0.2915966242928633,0.2444461399834475,502.7665136022922,1.6077695080353367,0.03265909577395542,0.7908615390941731,0.209796246182106,3.58919709644081,1.4150473011446412,1.7640805934495467,0.4439445344656865,2.6599186502987493
0.3611286574783644,0.49692712075465145,1.4275866338341663,0.24242783885210778,0.4326594749368061,710.7672725319012,2.1019563452283396,0.03272428934621423,0.13248640424861752,0.369016498728207,9.375365454429907,0.6507759479539781,2.0631621966373737,2.0894611745248675,3.079164825934601
0.3256903982580816,0.29159985207309597,1.9876963136684336,0.45372111321762776,0.218705803183837,695.6031988383768,2.6276271489037395,0.03418091227933966,0.9013177172554805,0.2813789006662705,8.072083438724146,2.0156211607193044,1.255088920501399,0.47700807281995194,1.674202719864903
0.21886725815238112,0.6120018282983246,1.5256499838255553,0.1280746001518497,0.2638036215060642,430.22085051381976,1.8614380745437755,0.010772339585294844,0.6913968162625432,0.1621688041934267,5.780109679521915,1.7274629280128782,1.0818451817933614,1.2951347645212246,0.23695945148513853
0.04623901149359036,0.20763383861566453,1.0166602212705553,0.11510706861110864,0.4147351302635457,950.2563443618681,1.4540459647582415,0.030733050816094516,0.46335709603168884,0.17361645724144747,6.050496851282857,1.1404155508647886,1.1571171977969987,0.9810147494396544,3.3734043818458286
0.22211950917305923,0.047348095539989976,1.2676141489948702,0.24047762715755955,0.3616371935243199,927.0656525999965,1.9230730343741165,0.02668903539780866,0.1735784560345729,0.057805660996733566,9.981478622221294,2.178853085475279,1.397933404872072,1.2574983913216518,0.8729031608931629
0.2035629486892572,0.767935113991957,1.8794745035041964,0.3127899761961006,0.3048169784429411,356.17580616135035,2.416816694616654,0.019969005640812686,1.1883412848436803,0.013681093691593815,7.473899789126153,0.5544542593927466,1.249696967018831,0.9702318305676305,0.505983579277337
0.24869221447305281,0.7134464898245214,1.0083364361749336,0.0523572880461968,0.2763298045701772,942.5994312690677,1.803160309358754,0.03198726423450234,0.6148109508082903,0.2282617949572825,5.678628102936602,1.4861213666494955,1.3077072396821081,0.8659161322835345,1.0894327736086928
0.11482562957491377,0.7290054091584943,2.0247901041290386,0.0995700125801124,0.2596582381140563,881.765927825995,2.0413261075695965,0.018474465863194695,0.019367727088133502,0.09845067995671791,6.1220615685271245,1.7279889473895553,1.4959145765760644,0.4501057175171207,1.0016247522841355
0.28776319470871614,0.07083354780864382,1.2202879538170601,0.5873028903569955,0.23529031785098503,400.39491267351343,2.9536425093385565,0.02098039394872269,0.27547897506080443,0.24698435609123975,8.400024934137843,2.182142045465074,1.428468805574156,0.46273112269467165,0.5966207520527911
0.04337524960182815,0.7543261482787824,1.18024133325555,0.22123934247101681,0.15191402427185138,594.7262224808894,1.0951323123910626,0.015463014891172296,1.1796252259328166,0.14066286593706637,2.571366301056008,1.191129125804325,0.7214830792018596,1.7759919637238668,1.970588883118821
0.22344154063697058,0.38457173818926405,1.8519866343091071,0.14711031101159772,0.2702484435411441,573.25186015183,2.452228845588034,0.019495904307622443,0.682244376739336,0.07320433345250779,4.4229048933349,0.45507752015152264,1.770087016176805,1.2583822037118468,3.30749776022921
0.09372871163514947,0.25090564674092386,2.353128038170224,0.16495854751222888,0.5546786873143534,270.0322804919416,1.9321907819950923,0.018401262884526738,0.49781622137054227,0.19806397277045268,3.9856459215079028,1.5537207267586837,0.46384346616275884,0.5179786721288577,0.5095932932466875
0.30943505064301324,0.5185566829378773,1.0961716745717245,0.11550544650266859,0.2769020175758267,132.85361147484605,2.837199821388063,0.015524844847150342,0.862332162047481,0.03317615489376344,9.81006891983061,1.0906751983798222,1.5935794128976952,0.9178274077995562,2.8496613274731946
0.18848275230547068,0.47235901565497945,1.0097619874480248,0.34470844728863403,0.09694801525364441,97.88468383256293,1.6155334778973605,0.017410155206146714,0.12857510270784944,0.12247757013949306,2.533624151208298,1.952413423729697,1.0400573892705922,1.5573319441118496,1.7767334288301866
0.26371939789180976,0.0690434044459694,1.0450807984476667,0.21587269985221821,0.16698608362617373,768.7378267945575,1.7126991927087554,0.010493174910310953,0.5252790826170044,0.2264526307522069,4.6822336728008995,0.14935620099669256,2.767946951845845,0.8729730468613269,1.7535091749963567
0.28719262968457604,1.923215275806803,1.6989352866721152,0.12380141429063618,0.2827635507832217,933.2641197080449,1.102742551486386,0.018272353252581915,0.49310130280289827,0.05393528320443122,9.023467838004933,0.6230721790980678,1.2297159376675635,1.319511752356711,1.8210553315838425
0.4178406235225013,0.2977967949520115,2.0850325286724685,0.27673811278788996,0.20290553734856617,864.8047630155701,2.178561751877604,0.01029946350893585,1.3277210897954195,0.2360219753214201,4.403116089480155,0.7889591349816762,2.024105135525546,0.8006119990432368,0.7883147153806629
0.13114781777340573,0.7178252560090017,1.7448007884610077,0.15791870056145998,0.25201901290573503,382.13661659450713,1.9341211633247624,0.01886935021710289,1.504610012018181,0.5089581495258593,8.23760623199459,2.1019306683362413,0.5106713419677329,1.4924125429280366,0.6575123056179093
0.1836589838938983,0.6440713340006893,1.3873889889217934,0.44875272400086785,0.3392223290432983,164.24250693870692,1.870434906305273,0.03346575011159586,1.2508515736714036,0.026556800611487158,7.80578285685311,0.9782841405937799,0.9145948916446436,0.3568184417165716,1.171142909714308
0.28564630814715297,0.4696267731262291,1.1167599743787164,0.249476397355281,0.3110817750092177,108.91793711006062,1.8892949065927824,0.023413653450038364,0.061983039774444026,0.10434751058703376,8.728296154865337,2.263083450289255,0.06031018233579288,1.9167427399835546,1.9070833120276314
0.24329418210351406,0.048508658603550414,1.23313506082886,0.2792285389740393,0.226384720355239,834.4452152277931,2.904765717562704,0.03725548247754745,0.8985961837121628,0.06283313240635295,7.3047472498782735,0.9309491187508842,1.7444379394259037,0.16028989874522093,0.2954660873345273
0.1197919960294438,0.8029651419831612,1.6891181141116873,0.09855323304089737,0.22531911127620924,408.0093692537441,2.238685395854639,0.03941539269870156,0.3018734278126446,0.21751011990192545,7.826572786218067,1.1084411364976974,0.22769027459263946,0.19220316988971142,0.8648139475878698
0.32601948777203993,0.44301412395223816,1.3005586358058154,0.18459348614761795,0.5211946779202603,531.0574972223864,2.078968160516142,0.03420464225983799,0.2921092086813482,0.01998634757144996,4.6916472950953105,0.814486400658982,1.7646721763752655,1.124326758817852,2.2608929197935628
0.18485221389495848,1.331403553555163,1.0886817783396618,0.12522012772738123,0.24189253402526903,944.001056400426,1.825628883058151,0.04130666767764979,0.33107006522859805,0.1986498573845098,6.0601026165120295,0.35639747254497445,0.6336097404919865,0.506267776174896,0.9274762024288299
0.23201557265551898,0.5209792225422506,1.285875336132308,0.10738226011311053,0.398012122607178,258.9726765686605,1.6021072942890315,0.023435489228686067,1.5052881305578758,0.23329676467855326,4.227325986286565,1.0137878420354487,2.8429114444082986,1.181100925935441,1.3078367536151223
0.3006786892508236,1.243685205036014,1.5515193252954953,0.41853365694460987,0.45753583882351273,598.761600678525,1.8381611633753778,0.014243398129664443,0.35199315500995687,0.4937537910464588,8.603101515343164,1.0504725513984992,2.6765458957964783,0.6110496872509217,0.19142786564677927
0.10834202765207752,0.33194899851673854,2.079701378647049,0.22224990751553947,0.1487574739280054,76.96487153004705,2.1050139747952037,0.02689117753891122,0.2747650226391659,0.14018254169965877,4.697744350059081,0.8927200425374644,0.896312924648388,2.043701930343615,1.608075651553175
0.24503230038938484,0.445146708553553,1.405735743865064,0.05970765443317555,0.14144120125275308,569.7782447223823,2.702607457190723,0.020464549846657056,0.6493521487355003,0.013745047271822158,4.925717960101207,0.22650158749006055,2.4696638144961076,0.6049371181173337,0.3950551536811675
0.17908855522985623,0.6481402163318091,1.4846606611697464,0.2180281789285167,0.16133553328455008,290.63452164779585,1.9954538581709922,0.02318595880893609,0.34268327103702567,0.44073022534891326,3.3122304393670636,1.0147021421719713,1.1951206804052155,3.537208256865118,3.0050502344668697
0.2462674597100021,0.47388072073141846,1.5398654085659271,0.0386583609217373,0.35457626394520825,435.1108965905984,1.4918297116097006,0.014378504964068587,0.7743942139128336,0.07525169053565664,2.9552005560380477,0.3356032231318625,2.901711364542244,1.984450281016077,2.4936292068689427
0.40625126922861177,0.9481223355635753,2.1431118918437533,0.16955166570912972,0.2908153952766039,781.6381501703956,2.0193364480228895,0.028318689064359456,0.1218623673838044,0.40911651290786877,4.835220430660639,1.0129677259228287,1.2992992388728457,0.8893795431008594,0.31011705768112463
0.20570996796690263,1.0731011776826445,1.6910492343636863,0.10691501458507906,0.2450420316256987,92.75280783582787,2.675216288868036,0.012055462935297757,0.26726003356039174,0.24060074747223842,4.242386534281609,0.4030327357758313,0.3327234759738945,2.0892759568212753,2.2125594492731095
0.30404955144261353,0.615693838689087,2.5630808685380475,0.31350217674307457,0.2849762464625591,856.2724062819175,2.2253218712615173,0.021215125203208098,0.30403631545961207,0.3260151995891748,4.974146719645823,0.3069478701880477,0.7528889510761152,0.3276343782636212,2.1516819239738214
0.3117473551076902,1.5836534181385187,2.359181164084888,0.20997285857577588,0.1573329791279317,783.5890907225759,1.3233040479216247,0.021608733803008307,0.29942910306343185,0.402739138616191,4.814284302407109,0.9968552012680412,0.5712750764237065,0.8326534473852566,2.427918843891144
0.05688678688842866,0.7849497254406601,1.4835112121080782,0.09319012410518991,0.16151508802997566,547.5244501590495,1.3711042574777426,0.013307353965568383,0.6869380283513226,0.2424569044003562,4.528645991888567,1.310276898142057,1.3932208025944552,0.4708638141805701,0.925791303665592
0.22249030607737588,1.1097966982675875,2.4017961055436965,0.3029634229388213,0.29539047601252594,689.3635410840831,1.3088470568831674,0.03320621057466766,0.4305567443454522,0.3662115358940395,9.988656293428395,1.743384376736714,0.4965597561974432,2.2791451762074484,0.4336062230358736
0.36881166304229185,0.543763946693719,1.7892330266251713,0.22628247569016688,0.3856237910472257,508.3779981897055,1.8738765966750277,0.020955401929963577,0.288282928982173,0.3244308148014399,4.9985253004414965,0.6167416507656278,3.189965402526009,2.1250406806879747,0.47911323962474606
0.4098099573202193,0.2973311339794972,1.409155225405311,0.32771733308904716,0.1761202534104418,360.6545393777632,2.2262891406996785,0.03243635986228655,0.24722965680168968,0.10783758459076087,3.427626451008145,0.448816838907668,0.016711784540223817,0.8936317696489814,1.7164932067251772
0.3407782142973761,0.3802917565483963,1.3098330716984539,0.11082070273471309,0.35163418727438134,531.6289815259847,1.7119775415393914,0.014451116637108023,0.3963731645800158,0.36705689659830426,8.614103603977032,1.8300232540412118,0.8966232332743171,1.5086831407401855,1.6632968040659657
0.274989472638644,0.9882133149109391,2.122449996908269,0.5199594622652626,0.31355209825725666,583.6469260131697,2.600671251218617,0.01954657809682897,0.25986089009976954,0.04023443340831209,5.60659158318595,0.5416008368305443,0.2938474528193207,0.6726300898056523,0.7131240629498206
0.25608924718777526,1.5934357708961402,2.238694859910036,0.125223640624804,0.2342340340093864,961.21708805113,1.1216107304827485,0.020478845040899665,0.38645553275439803,0.3045516692503861,8.470168414321789,0.18991132872375915,2.873840229480513,1.137883656884023,1.8171415543396225
0.2512851797818784,0.7646930974963906,3.208143887889796,0.20301702801773047,0.18705873646182503,135.2511907254417,2.3423282939378747,0.024588699790003693,0.7065817497828277,0.16317771404802228,4.5402662684241895,0.18971248545085184,1.4593442330297557,1.4895144721378892,1.747842984800669
0.34469484892556407,1.1844355453452453,1.7609598979484158,0.19096538006053004,0.13182757186348837,525.3423420864948,2.275394390168207,0.025186176883464816,0.7855174919524373,0.15218861403303421,7.170763657194789,1.271376952730923,0.33130984058115875,0.8918381347331094,3.7356364734268386
0.41039219154815676,0.839344850447491,1.973035435962264,0.12790586672042367,0.23283676284315152,17.243888976692688,2.2506391773631598,0.023083694709146785,0.4997191793958296,0.16370890745391203,7.92689063755849,0.63815477298429,2.6419588620347145,0.7950691668461789,0.6991984182197943
